,Player,Pick,Position,ID,Draft Year,Projected SPM,Superstar,Starter,Role Player,Bust
557,Robert Vaden,54,SG,robert-vaden,2009,-1.219868835,0.0,0.020289887,0.401835765,0.5778743479999999
558,Eddie Griffin,7,PF,eddie-griffin,2001,0.399028,0.085375119,0.36825736,0.201519468,0.344848053
559,Brian Scalabrine,34,PF,brian-scalabrine,2001,-1.245361256,0.0,0.017496223999999998,0.40268817100000004,0.579815605
560,Tamar Slay,53,SF,tamar-slay,2002,-1.254119747,0.0,0.020055906000000002,0.40500007299999996,0.574944022
561,Kyle Korver,51,SG,kyle-korver,2003,-0.49567217,0.0009040010000000001,0.21049033,0.401104667,0.38750100200000004
562,Christian Drejer,51,SF,christian-drejer,2004,-0.8608684040000001,0.00118986,0.083543544,0.459642591,0.45562400399999997
563,Derrick Favors,3,PF,derrick-favors,2010,0.437431234,0.060890652999999996,0.400088183,0.229982363,0.30903880100000003
564,Jordan Crawford,27,SG,jordan-crawford,2010,-1.068172823,0.001622446,0.079620396,0.412964699,0.505792459
565,Nikola Vucevic,16,C,nikola-vucevic,2011,-0.24277792899999998,0.002209827,0.265809316,0.38034645,0.35163440700000004
566,Lavoy Allen,50,PF,lavoy-allen,2011,-1.152110461,0.0,0.052752889000000004,0.36144076399999997,0.585806347
567,Justin Hamilton,45,C,2-justin-hamilton,2012,-1.3012540559999999,0.00028239,0.028768314,0.327982371,0.642966925
568,Justin Hamilton,45,PG,justin-hamilton,2003,-1.023904699,0.0008449989999999999,0.060041658,0.417915999,0.521197343
569,Alex Len,5,C,alex-len,2013,0.55480609,0.071429724,0.400516549,0.245677995,0.282375732
570,T.J. Warren,14,SF,tj-warren,2014,-0.148039157,0.013448779,0.258598773,0.36924236,0.358710088
571,Tyler Ennis,18,PG,tyler-ennis,2014,-0.39278162299999997,0.037816667000000005,0.24841666699999998,0.2376,0.47616666700000004
572,Alec Brown,50,C,alec-brown,2014,-1.3758429069999998,0.00034759,0.017325302,0.303191714,0.679135395
573,Devin Booker,13,SG,3-devin-booker,2015,0.472577305,0.073366667,0.324466667,0.390166667,0.212
574,Andrew Harrison,44,PG,andrew-harrison,2015,-0.337040592,0.01122782,0.209972569,0.3939911,0.384808511
575,Michael Carter-Williams,11,PG,michael-carter-williams,2013,0.024133017000000003,0.031497832,0.31368274399999996,0.26933731,0.385482114
576,Pierre Jackson,42,PG,pierre-jackson,2013,-0.783826536,0.003619142,0.113334171,0.406726714,0.47631997299999995
577,Joel Embiid,3,C,joel-embiid,2014,1.164983449,0.14786666699999998,0.398188095,0.234645238,0.2193
578,Elfrid Payton,10,PG,elfrid-payton,2014,-0.284167648,0.019206755,0.23972399600000002,0.343878864,0.397190385
579,K.J. McDaniels,32,SF,kj-mcdaniels,2014,-0.796472838,0.0028485190000000003,0.125553787,0.394025815,0.47757188
580,Jerami Grant,39,SF,jerami-grant,2014,-0.453116853,0.008432581,0.191915165,0.375301105,0.424351149
581,Russ Smith,47,SG,russ-smith,2014,-0.716167447,0.008371726,0.11362022199999999,0.43319263700000005,0.444815416
582,Jahlil Okafor,3,C,jahlil-okafor,2015,0.521661276,0.058716667,0.4099,0.235533333,0.29585
583,Richaun Holmes,37,PF,richaun-holmes,2015,-1.186744347,0.000357099,0.060157338,0.314633278,0.624852285
584,J.P. Tokoto,58,SF,jp-tokoto,2015,-0.785873736,0.0006736289999999999,0.107998383,0.431220506,0.460107482
585,Kevin Durant,2,SF,kevin-durant,2007,0.37508804799999995,0.08179702,0.39641527,0.129143389,0.39264432
586,Carl Landry,31,PF,carl-landry,2007,-0.9528953490000001,0.002045092,0.126780838,0.348472083,0.522701987
587,Glen Davis,35,PF,glen-davis,2007,-0.633933768,0.00268721,0.157226742,0.409084991,0.431001056
588,Russell Westbrook,4,PG,russell-westbrook,2008,0.772029843,0.142845458,0.386064356,0.169641495,0.301448691
589,Walter Sharpe,32,PF,walter-sharpe,2008,-1.128185543,0.000540176,0.035090743,0.40668176100000003,0.557687319
590,Trent Plaisted,46,C,trent-plaisted,2008,-1.325366026,0.001000007,0.033831417,0.308200972,0.656967605
591,DeVon Hardin,50,C,devon-hardin,2008,-1.3444244330000001,8.472819999999999e-05,0.031545715,0.29419824899999997,0.674171308
592,Sasha Kaun,56,C,sasha-kaun,2008,-1.1535714670000001,0.000551242,0.06272428099999999,0.36718485700000003,0.5695396189999999
593,James Harden,3,SG,13-james-harden,2009,0.788386355,0.13276965599999999,0.404873415,0.147432335,0.314924594
594,Eric Bledsoe,18,PG,eric-bledsoe,2010,-0.634546545,0.002207792,0.21922077899999998,0.311969697,0.46660173200000005
595,Craig Brackins,21,PF,craig-brackins,2010,-1.2977407029999999,0.001753732,0.0359086,0.334892753,0.627444916
596,Quincy Pondexter,26,SF,quincy-pondexter,2010,-1.054958541,0.000721015,0.067825409,0.40616289200000005,0.525290684
597,Magnum Rolle,51,C,magnum-rolle,2010,-1.3207376240000002,0.0,0.02575748,0.333113006,0.641129514
598,Reggie Jackson,24,PG,4-reggie-jackson,2011,-0.5643750270000001,0.006523507,0.158053855,0.417360089,0.418062549
599,Steven Adams,12,C,steven-adams,2013,-0.007590802,0.009433333,0.295566667,0.416633333,0.278366667
600,Archie Goodwin,29,SG,archie-goodwin,2013,-0.525482504,0.014966667,0.1988,0.34676666700000003,0.43946666700000003
601,Mitch McGary,21,PF,mitch-mcgary,2014,-0.274478981,0.007489118,0.23759761899999998,0.434655687,0.320257575
602,Josh Huestis,29,PF,josh-huestis,2014,-1.226497956,5.4063599999999995e-05,0.028102448999999998,0.360460124,0.611383363
603,Cameron Payne,14,PG,2-cameron-payne,2015,-0.604344604,0.009530364,0.19008399,0.316887572,0.483498073
604,Dakari Johnson,48,C,dakari-johnson,2015,0.491787354,0.021340777999999998,0.36754357,0.41757199700000003,0.193543655
605,Michael Wright,38,PF,michael-wright,2001,-1.051886513,0.004342394,0.07456228,0.36717466,0.553920667
606,Eric Chenowith,42,C,eric-chenowith,2001,-1.4621311380000002,0.000548085,0.030221655,0.23620369300000002,0.733026567
607,Mike Sweetney,9,PF,mike-sweetney,2003,0.039230548999999997,0.017960094,0.308280379,0.367714969,0.306044558
608,Alando Tucker,29,SF,alando-tucker,2007,-1.067313339,0.001979317,0.06865441900000001,0.409033204,0.52033306
609,D.J. Strawberry,59,SG,dj-strawberry,2007,-1.362045295,0.0009746980000000001,0.031569322000000004,0.30865706600000004,0.6587989129999999
610,Robin Lopez,15,C,robin-lopez,2008,-0.38568256799999995,0.010060837,0.21869652,0.426457594,0.344785049
611,Malik Hairston,48,SG,malik-hairston,2008,-0.93788657,0.0036756909999999996,0.060182022,0.48016583,0.45597645600000003
612,Earl Clark,14,SF,earl-clark,2009,-0.7896404029999999,0.001075956,0.13252634300000002,0.405906765,0.460490936
613,Taylor Griffin,48,SF,taylor-griffin,2009,-1.3685449140000001,0.0,0.019771761000000002,0.31883721600000003,0.661391023
614,Gani Lawal,46,PF,gani-lawal,2010,-1.225735385,0.000571082,0.05009364,0.333573021,0.615762257
615,Dwayne Collins,60,PF,dwayne-collins,2010,-1.222101361,0.000520216,0.04270966599999999,0.35197533200000003,0.604794786
616,Tyrus Thomas,4,PF,tyrus-thomas,2006,0.865400995,0.124712644,0.412997347,0.13541114099999998,0.326878868
617,James White,31,SG,james-white,2006,-1.012832448,0.00010261200000000001,0.081280709,0.39896504299999996,0.519651636
618,Doug McDermott,11,SF,doug-mcdermott,2014,-0.592855566,0.008434031,0.170931755,0.41918127299999997,0.401452941
619,Roy Devyn Marble,56,SF,roy-devyn-marble,2014,-1.164732314,0.0012941489999999999,0.045501185,0.367424895,0.585779771
620,Willie Cauley-Stein,6,C,willie-cauley-stein,2015,0.35117138299999995,0.047114455,0.40598986299999995,0.243185719,0.303709963
621,Jarvis Hayes,10,SG,jarvis-hayes,2003,-0.8824294490000001,0.0018265129999999999,0.106547017,0.441476895,0.450149574
622,Steve Blake,38,PG,steve-blake,2003,-0.590902036,0.00022109,0.119338161,0.479760886,0.40067986299999997
